Index,OrigKlasa,Yg,Yr,Yi,Yz,Yg_raw_before_second_norm,Yr_raw_before_second_norm,Yi_raw_before_second_norm,Yz_raw_before_second_norm,second_norm_scale,mg,mr,mi,mz,mg_true,mr_true,mi_true,mz_true,err_mg,err_mr,err_mi,err_mz,true_g_minus_r,true_r_minus_i,true_i_minus_z,mg_used_for_Y,mr_used_for_Y,mi_used_for_Y,mz_used_for_Y,Ver09_Y_source,delta_mg_used_minus_mg,delta_mr_used_minus_mr,delta_mi_used_minus_mi,delta_mz_used_minus_mz,Yg_generator_original,Yr_generator_original,Yi_generator_original,Yz_generator_original,Ver09_Y_iz_true_plus_err_ili_magnituda,Greska,Fajl,Yg_mean,Yg_sigma,Yg_min,Yg_max,Yg_u_opsegu,Yg_razlika_od_mean,Yg_razlika_u_sigma,Yr_mean,Yr_sigma,Yr_min,Yr_max,Yr_u_opsegu,Yr_razlika_od_mean,Yr_razlika_u_sigma,Yi_mean,Yi_sigma,Yi_min,Yi_max,Yi_u_opsegu,Yi_razlika_od_mean,Yi_razlika_u_sigma,Yz_mean,Yz_sigma,Yz_min,Yz_max,Yz_u_opsegu,Yz_razlika_od_mean,Yz_razlika_u_sigma,Sva_cetiri_Y_u_opsegu,NominalnaGreskaIzImenaFajla,DetektovanaGreskaIzErrKolona,GreskaZaNaslovGrafikaNominalna,ImaErrKolone,ErrKolone,GreskaDetektovanaSigmaMean,GreskaDetektovanaMaxAbs,SveErrKoloneNula
11,X,1.011814269684635,1.0,1.0373430461762914,0.9568467806343313,0.926724,0.993288,1.038398,1.035681,1.006757,12.646192,12.048944,11.659138,11.586838,12.802619,12.117308,11.719087,11.561931,-0.156427,-0.068364,-0.059949,0.024907,0.685311,0.398221,0.157156,12.646192,12.048943999999999,11.659138,11.586838,true_plus_err_columns,0.0,-1.7763568394002505e-15,0.0,0.0,0.932987,1.0,1.045415,1.042679,True,0.11637483268064394,mySynt0.2.csv,0.943734,0.020913,0.922821,0.9646469999999999,False,0.0680802696846351,3.255404278899971,1.0,0.006827,0.993173,1.006827,True,0.0,0.0,1.050969,0.016362,1.034607,1.067331,True,-0.01362595382370868,-0.8327804561611465,1.09056,0.031115,1.059445,1.121675,False,-0.1337132193656687,-4.297387734715369,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
12,C,1.0791186540985809,1.0,1.1876333922679883,0.8220654576907874,0.951435,0.99637,1.019036,1.010862,1.003643,14.81236,14.285032,13.748327,13.987768,14.981513,14.321409,13.946987,13.795731,-0.169153,-0.036376,-0.19866,0.192036,0.660104,0.374422,0.151256,14.81236,14.285032999999999,13.748327,13.987767,true_plus_err_columns,0.0,9.999999992515995e-07,0.0,-1.0000000010279564e-06,0.954901,1.0,1.022748,1.014544,True,0.11637483268064394,mySynt0.2.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,0.11520865409858083,6.572460157372402,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,0.18220039226798823,9.692541348440699,0.996708,0.02437,0.972338,1.021078,False,-0.1746425423092126,-7.166292257251236,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
13,V,0.6589584023099369,1.0,0.8459556590582092,0.6717808197678621,0.746931,1.033828,1.00644,0.815479,0.967279,12.12744,11.064586,10.896217,10.986517,12.204492,11.241572,10.920723,10.989161,-0.077051,-0.176986,-0.024506,-0.002644,0.96292,0.320849,-0.068438,12.127441,11.064586,10.896217,10.986517,true_plus_err_columns,9.999999992515995e-07,0.0,0.0,0.0,0.72249,1.0,0.973508,0.788795,True,0.11637483268064394,mySynt0.2.csv,0.768767,0.037842,0.7309249999999999,0.806609,False,-0.10980859769006313,-2.9017651733540277,1.0,0.025228,0.974772,1.025228,True,0.0,0.0,1.099422,0.052892,1.04653,1.1523139999999998,False,-0.25346634094179066,-4.792148925013057,0.693428,0.090243,0.6031850000000001,0.783671,True,-0.021647180232137964,-0.23987655809467728,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
14,C,0.8417664262972293,1.0,0.7661369351417255,0.6777657210414171,0.967426,0.991679,0.999913,0.951836,1.00839,11.525528,10.728507,10.667742,10.640807,11.554405,10.917521,10.558544,10.452045,-0.028877,-0.189014,0.109197,0.188763,0.636884,0.358977,0.1065,11.525528,10.728507,10.667741,10.640808,true_plus_err_columns,0.0,0.0,-1.0000000010279564e-06,9.999999992515995e-07,0.975543,1.0,1.008302,0.959822,True,0.11637483268064394,mySynt0.2.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,-0.12214357370277074,-6.9680856696201,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.23929606485827448,-12.72986832951774,0.996708,0.02437,0.972338,1.021078,False,-0.31894227895858296,-13.087496059030897,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
15,C,0.9647207060520485,1.0,0.9144172285210158,0.9314595505028109,0.975549,1.039124,0.99724,0.996072,0.962349,13.127937,12.478941,12.22608,12.046031,13.139534,12.460988,12.155657,11.996931,-0.011597,0.017953,0.070423,0.0491,0.678546,0.305331,0.158727,13.127937,12.478941,12.22608,12.046031,true_plus_err_columns,0.0,0.0,0.0,0.0,0.938818,1.0,0.959693,0.958568,True,0.11637483268064394,mySynt0.2.csv,0.96391,0.017529,0.946381,0.9814390000000001,True,0.000810706052048471,0.04624941822399858,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.09101577147898421,-4.841779523299511,0.996708,0.02437,0.972338,1.021078,False,-0.06524844949718911,-2.6774086785879816,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
16,S,0.8055720693010747,1.0,1.3036073486807587,1.1337622695009675,0.806848,1.006272,1.058765,1.045271,0.993767,13.372148,12.527409,11.889543,11.881104,13.230856,12.381047,11.975836,11.829763,0.141292,0.146362,-0.086294,0.051341,0.849809,0.405211,0.146073,13.372148,12.527409,11.889541999999999,11.881104,true_plus_err_columns,0.0,0.0,-1.0000000010279564e-06,0.0,0.801819,1.0,1.052166,1.038756,True,0.11637483268064394,mySynt0.2.csv,0.802883,0.028202,0.7746810000000001,0.831085,True,0.002689069301074709,0.0953503049810194,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,0.20007734868075877,4.518458642293559,0.996137,0.054389,0.941748,1.050526,False,0.13762526950096743,2.5303879369167923,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
17,X,0.9690112072940334,1.0,0.8886501120822387,0.9883946819085767,0.888992,0.996694,1.052563,1.086931,1.003317,12.348378,11.7042,11.482373,11.206874,12.45737,11.72321,11.313994,11.119109,-0.108992,-0.01901,0.168379,0.087765,0.73416,0.409216,0.194885,12.348377999999999,11.7042,11.482372999999999,11.206874,true_plus_err_columns,-1.7763568394002505e-15,0.0,-1.7763568394002505e-15,0.0,0.891941,1.0,1.056055,1.090537,True,0.11637483268064394,mySynt0.2.csv,0.943734,0.020913,0.922821,0.9646469999999999,False,0.025277207294033488,1.208683942716659,1.0,0.006827,0.993173,1.006827,True,0.0,0.0,1.050969,0.016362,1.034607,1.067331,False,-0.1623188879177614,-9.9204796429386,1.09056,0.031115,1.059445,1.121675,False,-0.10216531809142326,-3.283474790018424,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
18,D,0.9756247295117175,1.0,1.1359363573130972,1.2420514895548158,0.824187,0.996791,1.188776,1.285144,1.003219,13.365103,12.728309,12.239925,11.982961,13.50533,12.688884,12.147644,11.903014,-0.140227,0.039426,0.092281,0.079947,0.816446,0.54124,0.24463,13.365103000000001,12.72831,12.239925,11.982961000000001,true_plus_err_columns,1.7763568394002505e-15,1.0000000010279564e-06,0.0,1.7763568394002505e-15,0.82684,1.0,1.192603,1.289282,True,0.11637483268064394,mySynt0.2.csv,0.872699,0.032611,0.840088,0.9053100000000001,False,0.10292572951171752,3.156166002628485,1.0,0.021248,0.978752,1.021248,True,0.0,0.0,1.105863,0.058253,1.0476100000000002,1.164116,True,0.030073357313097127,0.5162542240416309,1.204719,0.098515,1.1062040000000002,1.303234,True,0.03733248955481572,0.3789523377639518,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
19,C,0.9894239074213699,1.0,1.3077008318521233,1.3813343129143372,0.998219,0.993278,1.003572,1.025324,1.006767,13.739545,13.118001,12.47673,12.257254,13.561611,12.956999,12.595805,12.412523,0.177934,0.161002,-0.119075,-0.155269,0.604612,0.361194,0.183282,13.739545,13.118001,12.47673,12.257254,true_plus_err_columns,0.0,0.0,0.0,0.0,1.004975,1.0,1.010363,1.032263,True,0.11637483268064394,mySynt0.2.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,0.02551390742136983,1.4555255531616083,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,0.30226783185212325,16.079786777961658,0.996708,0.02437,0.972338,1.021078,False,0.38462631291433713,15.782778535672431,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
20,V,0.8617402929317342,1.0,1.1795566408341414,0.6012711968417537,0.844065,0.989207,1.17145,0.653166,1.01091,12.452993,11.681433,11.152137,11.723758,12.418027,11.635749,11.102158,11.576408,0.034966,0.045685,0.049979,0.14735,0.782279,0.533591,-0.47425,12.452993000000001,11.681434000000001,11.152137,11.723758,true_plus_err_columns,1.7763568394002505e-15,1.0000000010279564e-06,0.0,0.0,0.853274,1.0,1.184231,0.660292,True,0.11637483268064394,mySynt0.2.csv,0.768767,0.037842,0.7309249999999999,0.806609,False,0.09297329293173417,2.456881056279641,1.0,0.025228,0.974772,1.025228,True,0.0,0.0,1.099422,0.052892,1.04653,1.1523139999999998,False,0.08013464083414146,1.5150616508005266,0.693428,0.090243,0.6031850000000001,0.783671,False,-0.09215680315824637,-1.0212072200419575,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
21,S,0.9290707770235126,1.0,1.1314214290703517,1.0184863198515093,0.755399,0.990254,1.102059,0.995788,1.009842,12.736733,12.046855,11.562794,11.516967,12.81482,11.910895,11.444748,11.394843,-0.078087,0.13596,0.118046,0.122124,0.903925,0.466146,0.049905,12.736733,12.046855,11.562794,11.516967,true_plus_err_columns,0.0,0.0,0.0,0.0,0.762834,1.0,1.112906,1.005589,True,0.11637483268064394,mySynt0.2.csv,0.802883,0.028202,0.7746810000000001,0.831085,False,0.12618777702351258,4.474426530867051,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,True,0.027891429070351803,0.6298877387161654,0.996137,0.054389,0.941748,1.050526,True,0.02234931985150923,0.4109161751734584,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
22,X,1.005435927672485,1.0,0.9906056484319622,1.0380015451602884,0.94744,1.009324,1.029645,1.08676,0.990763,12.844121,12.240008,11.900256,11.689513,13.001843,12.323146,11.951503,11.732888,-0.157721,-0.083138,-0.051247,-0.043375,0.678697,0.371643,0.218615,12.844121999999999,12.240008,11.900256,11.689513000000002,true_plus_err_columns,9.999999992515995e-07,0.0,0.0,1.7763568394002505e-15,0.938688,1.0,1.020134,1.076721,True,0.11637483268064394,mySynt0.2.csv,0.943734,0.020913,0.922821,0.9646469999999999,False,0.061701927672484946,2.9504101598280945,1.0,0.006827,0.993173,1.006827,True,0.0,0.0,1.050969,0.016362,1.034607,1.067331,False,-0.06036335156803785,-3.689240408754299,1.09056,0.031115,1.059445,1.121675,False,-0.052558454839711555,-1.689167759592208,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
23,V,0.8965093018479127,1.0,1.2389974141997702,0.8861164521621672,0.7839,0.996507,1.079467,0.696433,1.003505,13.00633,12.277718,11.69504,11.89899,12.983975,12.113425,11.676603,11.992428,0.022355,0.164292,0.018438,-0.093438,0.870549,0.436823,-0.315825,13.006329999999998,12.277716999999999,11.695041,11.89899,true_plus_err_columns,-1.7763568394002505e-15,-1.0000000010279564e-06,9.999999992515995e-07,0.0,0.786648,1.0,1.083251,0.698874,True,0.11637483268064394,mySynt0.2.csv,0.768767,0.037842,0.7309249999999999,0.806609,False,0.1277423018479127,3.3756752245629906,1.0,0.025228,0.974772,1.025228,True,0.0,0.0,1.099422,0.052892,1.04653,1.1523139999999998,False,0.13957541419977026,2.6388757127688547,0.693428,0.090243,0.6031850000000001,0.783671,False,0.19268845216216712,2.135217713974127,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
24,C,0.8241077532020806,1.0,1.0731904515797006,1.0521304746611841,0.934108,0.985645,1.009107,0.992036,1.014564,14.809793,13.989753,13.563061,13.42458,14.688576,14.020267,13.644726,13.503249,0.121217,-0.030514,-0.081665,-0.07867,0.668309,0.375542,0.141476,14.809792999999999,13.989753,13.563061000000001,13.424579,true_plus_err_columns,-1.7763568394002505e-15,0.0,1.7763568394002505e-15,-1.0000000010279564e-06,0.947712,1.0,1.023804,1.006485,True,0.11637483268064394,mySynt0.2.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,-0.13980224679791942,-7.9754833018380635,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,0.06775745157970059,3.604503222667337,0.996708,0.02437,0.972338,1.021078,False,0.05542247466118411,2.2742090546238862,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
25,C,1.0798076501325575,1.0,0.9506205534955957,0.8578338906132141,0.969098,1.013908,1.003849,0.980505,0.986283,11.31519,10.788557,10.493539,10.445049,11.424655,10.765577,10.426403,10.291949,-0.109464,0.02298,0.067136,0.1531,0.659077,0.339174,0.134454,11.315190999999999,10.788557,10.493539,10.445049000000001,true_plus_err_columns,9.999999992515995e-07,0.0,0.0,1.7763568394002505e-15,0.955805,1.0,0.990078,0.967055,True,0.11637483268064394,mySynt0.2.csv,0.96391,0.017529,0.946381,0.9814390000000001,False,0.11589765013255748,6.6117662235471215,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.05481244650440431,-2.915865863624019,0.996708,0.02437,0.972338,1.021078,False,-0.1388741093867859,-5.698568296544354,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
26,S,1.1168591331118753,1.0,1.3620165977802274,1.026088452194073,0.888114,0.974397,1.123804,1.024255,1.026276,13.111778,12.621773,11.936317,12.083811,13.202326,12.491658,11.986772,11.927478,-0.090549,0.130115,-0.050455,0.156333,0.710668,0.504886,0.059295,13.111777,12.621773,11.936317,12.083811,true_plus_err_columns,-9.999999992515995e-07,0.0,0.0,0.0,0.91145,1.0,1.153332,1.051168,True,0.11637483268064394,mySynt0.2.csv,0.802883,0.028202,0.7746810000000001,0.831085,False,0.31397613311187533,11.133115846814954,1.0,0.022916,0.977084,1.022916,True,0.0,0.0,1.10353,0.04428,1.0592499999999998,1.14781,False,0.25848659778022753,5.837547375343892,0.996137,0.054389,0.941748,1.050526,True,0.029951452194072914,0.5506895179921107,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
27,C,0.9550673533056293,1.0,0.8761183972475342,0.836082628344955,0.953135,0.995618,1.006775,1.005897,1.004401,12.108849,11.448934,11.242527,11.133311,12.167375,11.510029,11.14793,10.988877,-0.058526,-0.061095,0.094597,0.144434,0.657346,0.362099,0.159053,12.108849,11.448934,11.242527,11.133311,true_plus_err_columns,0.0,0.0,0.0,0.0,0.95733,1.0,1.011206,1.010324,True,0.11637483268064394,mySynt0.2.csv,0.96391,0.017529,0.946381,0.9814390000000001,True,-0.008842646694370737,-0.5044581376216976,1.0,0.011501,0.988499,1.011501,True,0.0,0.0,1.005433,0.018798,0.986635,1.0242310000000001,False,-0.12931460275246587,-6.879168143018719,0.996708,0.02437,0.972338,1.021078,False,-0.1606253716550451,-6.5911108598705415,False,0.2,0.11637483268064394,0.2,True,"err_mg,err_mr,err_mi,err_mz",0.11637483268064394,0.199999,False
